County,State,Positive_Cases,Deaths,Elderly_pop,Young_pop,WHITE,NON_WHITE,NUM_STAFFED_BEDS,NUM_ICU_BEDS,lat,lon,percent_smokers,percent_adults_with_obesity,percent_uninsured,eightieth_percentile_income,twentieth_percentile_income,percent_adults_with_diabetes,percent_below_poverty,area_sqmi,percent_rural,POP_TOTAL,POP_DENSITY,Positive_Case_Rate,Death_Rate,min_temp,max_temp,mean_temp,wind_speed,precipitation,station_pressure,dewpoint,Positive_Case_Rate_NORM,Death_Rate_NORM,cluster_3,cluster_5
Chippewa,Michigan,88,1,7003,30346,26337,11012,49,6,46.3340128,-84.664193,21.61063282,40.5,9.33121861,82727,19115,12.5,17.7,1558.429458,48.93821392,37349,23.96579441,0.002356154,2.68E-05,27.075,74.01785714,51.50426828,6.912905908,0.109531517,938.5005807,45.38209872,-1.227264721,-0.72665625,1,4
Chippewa,Minnesota,269,2,2567,9233,11006,794,25,4,45.0223402,-95.566701,15.4172239,33.9,6.226596769,104106,25064,10.6,10.8,581.108392,50.34161241,11800,20.30602236,0.02279661,0.000169492,30.40643311,84.74,60.85022347,6.63493852,0.093600644,974.70866,45.69029096,0.118721296,-0.489399694,1,3
Chippewa,Wisconsin,725,0,11916,52742,61254,3404,127,10,45.06941691,-91.27985319,15.38300282,27.9,5.681456743,102257,25797,9.8,11.1,1008.351607,46.14275415,64658,64.12247429,0.011212843,0,30.35,85.6516129,58.89949309,6.335721966,0.126202765,970.5293318,45.87631336,-0.644059554,-0.771217092,1,4
Chisago,Minnesota,613,2,8941,47638,53645,2934,55,10,45.5024767,-92.908339,14.62280109,29,4.170560494,129326,39604,9,6,414.9092687,55.5885464,56579,136.3647531,0.010834409,3.53E-05,28.34166667,82.32758621,56.42850707,4.786943429,0.073680912,969.7656825,45.05681683,-0.6689791,-0.712523147,1,4
Chittenden,Vermont,859,39,25481,138293,147889,15885,422,66,44.4610107,-73.080914,11.45411369,21.1,5.10313544,131693,30002,6,11.5,536.5814807,25.98613817,163774,305.2173917,0.005245033,0.000238133,27.99047619,88.7,59.65932851,6.593034891,0.094769146,355.5571341,44.35152513,-1.037034585,-0.375269068,1,4
Choctaw,Alabama,368,12,2969,9620,7191,5398,25,4,32.0197775,-88.263185,18.79324829,41.3,11.34207871,84485,14417,17.4,21,913.4999794,100,12589,13.78106216,0.029231869,0.000953213,51.3,89.69032258,72.15577573,3.545222734,0.174930723,548.5769611,62.70375153,0.542477431,0.813707314,2,3
Choctaw,Mississippi,193,6,1829,6381,5595,2615,15,3,33.3473065,-89.248385,18.81345009,37.7,13.56486529,81065,14887,25.1,24.5,418.1826627,100,8210,19.63256905,0.023507917,0.000730816,47.33103448,88.67096774,69.82850614,3.040023041,0.165698705,90.2824906,61.83670891,0.165560235,0.44392382,2,3
Choctaw,Oklahoma,357,2,3097,11575,9219,5453,34,6,34.026605,-95.552166,22.88581305,34,20.98363465,74470,12836,12.5,28.5,770.3565849,66.93193029,14672,19.04572543,0.024332061,0.000136314,51.38666667,93.51290323,72.33804301,7.304596006,0.118314904,881.5569831,63.03017204,0.219829391,-0.544565351,1,3
Chouteau,Montana,39,0,1193,4442,4420,1215,33,5,47.8806263,-110.43525,19.45985832,28.9,14.93492169,81368,20293,9.8,21.8,3972.51586,100,5635,1.418496539,0.006921029,0,24.33607385,87.53636364,55.54708507,8.377568228,0.045647715,887.3963552,35.37552028,-0.926671725,-0.771217092,1,4
Chowan,North Carolina,410,4,3521,10422,8724,5219,25,4,36.1508434,-76.607898,17.97144501,38.5,11.94992413,85777,16794,16.5,24.4,172.6570642,67.61982019,13943,80.75545628,0.029405436,0.000286882,50.79642857,91.86129032,71.78709467,5.527050165,0.147436408,85.84998952,64.07543607,0.553906665,-0.294213229,2,3
Christian,Illinois,659,21,6532,25772,31091,1213,47,8,39.5458084,-89.27728,15.65915609,29.2,6.026812196,93517,21289,13.6,13.6,709.3770416,43.45114943,32304,45.53854735,0.02039995,0.000650074,40.18333333,86.13225806,63.68436252,6.123847926,0.121899067,870.1017588,54.94277266,-0.039096653,0.309672644,2,3
Christian,Kentucky,1482,26,8983,61478,50562,19899,390,18,36.8941783,-87.490462,23.47389332,34.1,6.16289818,78429,17223,10.6,20.3,717.505771,28.55520249,70461,98.20269446,0.021032912,0.000368998,46.48,89.18064516,68.54882311,5.64550514,0.154264902,853.6461444,60.25309228,0.002583337,-0.157677478,1,3
Christian,Missouri,1837,6,14225,74370,84676,3919,0,0,36.9695751,-93.188866,18.5155986,31.4,10.06058585,100598,27449,11.8,11,562.6446642,44.7960528,88595,157.4617261,0.020734804,6.77E-05,40.20666667,91.61290323,67.0200768,7.510030722,0.152123656,969.8678571,57.12506144,-0.017046813,-0.658651084,1,4
Churchill,Nevada,167,4,4759,20150,20939,3970,25,4,39.5808952,-118.33581,18.10033228,32.4,13.63682969,101656,24622,8.5,16.3,4930.572019,34.7147968,24909,5.051949328,0.006704404,0.000160585,31.13194003,98.25806452,65.77093719,6.021378976,0.011742597,879.1607585,29.6578823,-0.94093629,-0.504209523,1,4
Cibola,New Mexico,775,21,4469,22206,13791,12884,31,5,34.9125087,-107.99977,23.25305817,30.9,12.60100134,81787,15269,13.9,27.4,4539.880018,55.34487194,26675,5.875705943,0.029053421,0.000787254,24.8875,90.96129032,62.18294163,7.344128264,0.013851348,803.449543,27.46649002,0.530726787,0.537764299,2,3
Cimarron,Oklahoma,28,0,543,1594,2025,112,25,4,36.7482686,-102.51775,17.04449279,28.4,25.09457755,78320,21313,10.2,15.7,1834.800689,100,2137,1.164704163,0.01310248,0,40.67,96.42758621,68.51413165,10.4727069,0.067217665,879.1164725,45.48600964,-0.519628623,-0.771217092,1,4
Citrus,Florida,2883,112,54938,94719,139059,10598,332,40,28.8490814,-82.478649,19.58715605,29.3,15.44619809,77564,18671,15,17.7,581.8940933,34.51881956,149657,257.1894125,0.01926405,0.000748378,60.48235294,90.58709677,76.51544586,3.359768214,0.186876501,16.39706425,68.30971347,-0.113894668,0.473124474,2,3
Clackamas,Oregon,2616,65,78457,339730,371668,46519,570,70,45.1880309,-122.22088,13.19099657,28.5,6.273627153,144413,34301,8.5,9.2,1870.683121,18.07857614,418187,223.5477486,0.006255575,0.000155433,35.96,85.19,61.31261137,3.942872504,0.07718894,16.14900922,46.253702,-0.970491284,-0.512775846,1,4
Claiborne,Louisiana,548,23,3056,12614,7173,8497,37,4,32.8226415,-92.995764,26.25988,37.9,11.10453649,61417,12098,20.6,30.3,754.8778237,82.35533585,15670,20.75832606,0.034971283,0.001467773,55.35,92.53548387,73.83943863,3.232425639,0.10775046,83.12912163,65.88646977,0.920412786,1.669275484,3,5
Claiborne,Mississippi,500,16,1499,7489,1022,7966,22,4,31.9736709,-90.91178,25.47524132,41,14.47492904,54087,9784,12.5,41.2,487.4151745,100,8988,18.44013168,0.055629729,0.001780151,55.16,89.85714286,73.45113891,4.085883257,0.165698705,16.21571429,66.64321703,2.280753252,2.188672005,3,2
Claiborne,Tennessee,462,5,6477,25482,30730,1229,33,5,36.4858646,-83.660424,22.66098748,26,11.72770536,69897,13543,13.9,22.3,434.5891606,71.55496228,31959,73.53841949,0.014456022,0.00015645,41.89333333,89.51935484,66.123053,2.356770353,0.171943247,975.4953802,57.88284178,-0.430499075,-0.511084862,1,4
Clallam,Washington,241,1,23554,53777,67352,9979,103,23,48.04927537,-123.9278058,14.09564954,29.2,8.961103851,96409,21814,11.8,15.7,1738.676433,35.4531959,77331,44.47693575,0.003116473,1.29E-05,33.13846154,71.36451613,53.71513057,5.070302493,0.041695262,91.4196656,46.42928867,-1.177198385,-0.74976803,1,4
Clare,Michigan,126,5,7468,23482,29847,1103,49,9,43.98788,-84.84781,20.22478546,37.3,8.009898411,76389,17279,16.7,24.2,564.3350674,70.64282481,30950,54.8433046,0.004071082,0.000161551,32.30909091,87.88387097,59.16847408,4.848233387,0.090821976,927.7914504,47.54583508,-1.114338224,-0.502603337,1,4
Clarendon,South Carolina,1118,67,8158,25587,17032,16713,49,6,33.6657999,-80.216421,19.05752019,40.3,14.47212821,77816,14276,15.6,26,606.9384687,85.70815819,33745,55.59871674,0.033130834,0.001985479,51.26,90.3875,71.26310676,3.444795408,0.167386939,13.21696541,62.84393678,0.799220841,2.530074565,3,5
Clarion,Pennsylvania,145,3,7796,30642,37152,1286,169,7,41.1924079,-79.420973,19.40827456,33.2,7.815799176,88048,19746,14.5,18.6,600.833579,76.56046814,38438,63.97445373,0.003772309,7.80E-05,31.77333333,85.61290323,59.76174241,5.950707665,0.142231977,960.5276707,50.65495259,-1.134012162,-0.641525088,1,4
Clark,Arkansas,401,4,3753,18567,16159,6161,25,4,34.0509843,-93.176373,19.33947371,26.9,7.206696878,84526,17149,14.8,24,866.0738827,54.37703849,22320,25.77147336,0.01796595,0.000179211,52.1,90.90357143,71.27934546,3.218130555,0.154225876,24.67895725,65.45209836,-0.199373409,-0.473239738,1,4
Clark,Idaho,38,0,164,681,780,65,0,0,44.2840134,-112.35141,17.11610943,28.4,26.19047619,78529,22179,3.4,27.1,1763.178876,100,845,0.479248028,0.044970414,0,29.92945914,89.57741935,57.67564731,6.264987889,0.04403747,871.971697,38.23676515,1.578846751,-0.771217092,2,3
Clark,Illinois,206,3,3115,12326,15113,328,0,0,39.3335957,-87.78769,16.05771988,36.8,5.916646971,101640,24527,6.7,16.3,501.4206508,59.54086318,15441,30.79450353,0.013341105,0.000194288,41.01,86.61935484,63.58067588,5.180138249,0.089804596,498.5970295,54.83494624,-0.503915377,-0.448170939,1,4
Clark,Indiana,2456,64,19117,99185,103348,14954,253,22,38.4773186,-85.707303,22.22607816,36.8,8.58382651,100504,26449,11.5,9.9,372.8302758,20.514914,118302,317.3079218,0.020760427,0.000540988,43.63666667,91.71935484,68.16273206,5.128841343,0.157621461,820.5540919,55.66250384,-0.015359561,0.128293389,2,3
Clark,Kansas,56,1,428,1566,1875,119,39,6,37.2355126,-99.820305,15.7211799,32,12.4516129,100372,24266,11.8,13.6,974.6319631,100,1994,2.045900479,0.028084253,0.000501505,43.4625,95.58666667,68.37994141,10.67780496,0.098765103,929.7009384,52.38643126,0.466907928,0.062644295,2,3
Clark,Kentucky,376,10,6609,29654,33588,2675,54,8,37.9708284,-84.147424,18.85119988,36.1,5.393739592,98471,21662,10.7,15.1,252.4639487,27.46749782,36263,143.6363496,0.010368695,0.000275763,41.18,88.38064516,64.64658045,4.32030831,0.1474126,980.6944566,56.26371639,-0.699645956,-0.31270099,1,4
Clark,Missouri,74,0,1459,5338,6633,164,0,0,40.4103514,-91.738365,20.1257492,29.6,13.79179331,85986,21447,14.7,13.8,504.6922208,100,6797,13.46761396,0.010887156,0,40.61428571,86.46451613,65.08571563,6.292499332,0.137544679,937.8050946,56.14597812,-0.665505756,-0.771217092,1,4
Clark,Nevada,69801,1420,342659,1924056,1576007,690708,5657,652,36.2152431,-115.01355,16.97970467,25.5,13.2682448,108361,25317,10.7,15,7891.647443,1.306073125,2266715,287.2296331,0.030793902,0.000626457,47.17777778,108.4451613,81.53194231,6.742372124,0.015863673,945.0575713,31.71175627,0.645335927,0.270404233,2,3
Clark,Ohio,2010,49,26463,107620,116475,17608,270,42,39.9167844,-83.783912,21.40277483,33.7,7.157164723,91699,21501,14.9,17.9,397.4801831,23.60535809,134083,337.3325406,0.014990715,0.000365445,36.57,88.73870968,62.60876454,6.798582401,0.856677441,978.4724995,55.04950406,-0.395290012,-0.163585115,1,4
Clark,South Dakota,49,0,815,2921,3596,140,0,0,44.8582511,-97.72951,13.99268118,31.4,14.62988827,91639,23035,10,15.5,957.6032016,100,3736,3.901407173,0.013115632,0,29.3,84.4,58.9709063,8.593486943,0.085582181,952.3371736,47.12044547,-0.518762575,-0.771217092,1,4
Clark,Washington,3728,71,77942,410299,420561,67680,746,99,45.77921478,-122.4825346,14.04192903,30.5,6.998376235,129370,33389,10.1,10.2,628.4213368,13.7684754,488241,776.9325632,0.007635573,0.00014542,34.54615385,85.31290323,61.10456221,4.369774312,0.0548419,16.6519473,46.05591516,-0.879619632,-0.529424641,1,4
Clark,Wisconsin,543,8,5925,28849,33769,1005,49,8,44.73474868,-90.61208628,17.67051093,38.8,16.460775,91456,25123,10.7,14.9,1209.699575,91.72960507,34774,28.74598017,0.015615115,0.000230057,31.69666667,82.61935484,57.25904762,7.388095238,0.094728111,968.3727803,47.07927803,-0.354173822,-0.388697179,1,4
Clarke,Alabama,1166,17,4843,18779,12518,11104,56,10,31.6766821,-87.830814,20.57965532,34.1,11.92636629,85325,10075,22.4,24.6,1238.46438,75.98033523,23622,19.07362083,0.049360765,0.000719668,51.3,89.69032258,71.75866357,3.562953213,0.174930723,548.5769611,62.70375153,1.867947496,0.42538784,2,2
Clarke,Georgia,5249,45,14512,113819,83155,45176,564,99,33.9511792,-83.367339,20.13169477,24,16.29715951,86862,13675,6.7,35.2,119.2045338,5.859622667,128331,1076.561402,0.040902042,0.000350656,48.07,95.91612903,71.92060269,4.065345622,0.161917864,988.1468203,59.90518388,1.31094804,-0.188175052,2,3
Clarke,Iowa,277,3,1807,7588,8948,447,25,4,41.0290271,-93.785165,17.17942668,36.6,6.422139831,94006,22754,11.7,16,431.1663308,48.1046737,9395,21.78973479,0.029483768,0.000319319,35.48657806,88.19677419,63.42371452,6.733877668,0.0910995,972.2676766,53.26379217,0.559064758,-0.240279645,2,3
Clarke,Mississippi,632,52,3239,12302,9922,5619,25,4,32.0413863,-88.689435,17.50845599,28.7,14.69231992,82853,14833,15.1,19.2,691.5771078,100,15541,22.47182538,0.040666624,0.003345988,51.17666667,93.76129032,74.58725806,5.069723502,0.149019201,121.0883182,64.03171275,1.295445972,4.792217358,3,1
Clarke,Virginia,99,1,3194,11425,13251,1368,0,0,39.11235184,-77.99669382,15.26259452,26.3,11.33339132,152438,29911,13,11.3,175.8949345,69.52401311,14619,83.11211486,0.006772009,6.84E-05,40.1,89.01935484,62.47299539,4.151382488,0.171350714,970.0339631,51.81147465,-0.93648456,-0.657487181,1,4
Clatsop,Oregon,228,0,9428,30796,37235,2989,48,8,45.9946574,-123.65542,15.12529777,29.6,8.875975428,103600,24782,8,14,828.2645702,38.97243446,40224,48.56419247,0.005668258,0,37.88333333,72.96333333,55.42481567,6.669020737,0.108042627,16.73745008,49.38746544,-1.009165591,-0.771217092,1,4
Clay,Alabama,623,9,2785,10450,11015,2220,46,4,33.2690306,-85.860583,19.62035415,40.6,13.88333809,86322,16995,13.5,16.7,603.9610014,100,13235,21.91366656,0.047072157,0.000680015,49.26896552,91.20322581,71.92101927,4.148863893,0.145842168,927.495154,61.65726453,1.717244676,0.359456084,2,2
Clay,Arkansas,352,10,3182,11369,14092,459,25,4,36.3682702,-90.417556,20.33319098,42.6,8.657933547,68027,13672,15.4,22.2,639.447615,58.85717839,14551,22.75557787,0.024190777,0.000687238,49.928,93.37419355,71.06308527,6.215653405,0.204052833,376.0830315,62.21996826,0.210525964,0.371465896,2,3
Clay,Florida,5351,107,35844,183408,176071,43181,459,42,29.9830754,-81.857886,19.88600481,32.1,11.35014878,114139,29466,11.4,10.2,604.8076458,14.96869515,219252,362.5152584,0.024405707,0.000488023,59.42,91.34193548,75.91837942,5.197910906,0.186876501,14.23292627,67.5675576,0.224678915,0.040227531,2,3
Clay,Georgia,122,3,775,2059,1070,1764,0,0,31.6262427,-84.980093,24.19900408,35.9,15.44983514,60333,10014,15.6,39.8,195.3814352,100,2834,14.5049605,0.043048694,0.001058574,51.8,89.42580645,71.10196621,2.651059908,0.173710294,17.80259601,60.70913978,1.452303183,0.988892944,2,5
Clay,Illinois,227,0,2738,10446,12823,361,20,3,38.7541578,-88.490167,15.83194353,23.5,6.203615604,90784,19352,8.9,14.1,468.3258294,64.7339848,13184,28.15134074,0.01721784,0,39.07410256,87.97419355,64.86127804,6.39442039,0.111961877,690.0058988,55.86089966,-0.248635793,-0.771217092,1,4
Clay,Indiana,342,5,4779,21446,25485,740,25,4,39.3927841,-87.115764,19.98800344,35.7,8.40850666,94239,24917,16.6,16.7,357.5729078,60.88880625,26225,73.34168621,0.013040991,0.000190658,39.96666667,89.42580645,65.44419355,6.162534562,0.112417819,880.5401997,54.73726575,-0.523677619,-0.454206605,1,4
Clay,Iowa,395,4,3386,12630,15489,527,49,9,43.0825754,-95.150945,15.86448089,35,5.556426332,97000,20402,11.7,11.9,567.2376861,34.28931421,16016,28.23507745,0.024662837,0.00024975,30.9,88.51935484,62.22228879,8.684961598,0.065295317,967.3322427,48.38910906,0.241610699,-0.355953273,2,3
Clay,Kansas,62,2,1880,6122,7655,347,17,3,39.3497325,-97.165198,14.43734046,29.2,8.209077503,94154,26010,10.1,9.7,645.3031815,49.53719977,8002,12.40037277,0.007748063,0.000249938,38.26333333,93.91666667,68.12313364,8.702119816,0.116939834,961.1909217,53.16966206,-0.872212265,-0.355640682,1,4
Clay,Kentucky,352,6,3099,16802,18753,1148,49,6,37.159716,-83.714669,29.30991805,36.3,8.02035689,62250,9713,12.5,41,469.24689,78.5687989,19901,42.41051017,0.017687553,0.000301492,41.96666667,90.24193548,66.33256958,4.285951902,0.185363654,954.3522017,57.09024418,-0.217705606,-0.269920919,1,4
Clay,Minnesota,1613,42,8588,55634,57645,6577,0,0,46.8923545,-96.490656,15.47502796,28.1,4.82444436,114595,25739,7,11.9,1045.297304,27.91911727,64222,61.43897985,0.025116004,0.000653982,25.7,85.4,58.50735023,7.793049155,0.093600644,981.3157911,42.25108295,0.271451347,0.316170546,2,3
Clay,Mississippi,624,20,3649,15667,7595,11721,49,6,33.6556559,-88.781546,21.47743953,39.5,14.78117259,82415,15600,18.7,26,410.0658114,55.54424736,19316,47.10463409,0.032304825,0.001035411,47.33103448,88.67096774,69.45496718,3.018269795,0.165698705,90.64872436,61.68654657,0.744828876,0.950379407,2,5
Clay,Missouri,1969,43,36092,213856,215514,34434,709,43,39.3105134,-94.420893,15.89509277,33.3,8.583863986,120423,32588,10.3,9.1,397.6391934,9.815760186,249948,628.5798889,0.007877639,0.000172036,41.6,87.74,65.54339478,4.363497184,0.137544679,986.699406,54.65029698,-0.863679799,-0.485169739,1,4
Clay,Nebraska,94,0,1268,4935,5993,210,0,0,40.5244417,-98.051295,14.78798001,35.2,11.79581045,93625,25627,9.8,9.9,572.2892288,100,6203,10.83892495,0.015153958,0,35.2047619,89.98666667,64.20678589,8.750086409,0.06594799,946.032145,50.37088001,-0.384540604,-0.771217092,1,4
Clay,North Carolina,134,2,3581,7650,10771,460,0,0,35.0572242,-83.750177,16.31099429,31.4,15.59273298,73688,17478,6.2,16.2,214.9833338,100,11231,52.2412589,0.011931262,0.000178079,39.87333333,88.12258065,64.15273425,2.025975422,0.19212776,956.362765,57.11986175,-0.596752296,-0.475121935,1,4
Clay,South Dakota,603,7,1772,12298,12574,1496,25,4,42.9146887,-96.975653,15.66460658,30.3,10.5155642,101328,16198,7.8,27.3,412.1880739,24.321985,14070,34.13490319,0.042857143,0.000497512,34.79666667,87.58333333,62.86960061,8.942933948,0.11359447,967.852596,49.97345622,1.439689718,0.056005062,2,3
Clay,Tennessee,272,6,1923,5692,7341,274,0,0,36.551147,-85.543922,25.42118208,30.7,14.63457178,65770,12458,8.9,24.8,236.5362424,100,7615,32.19379797,0.035718976,0.000787919,42.26,88.84516129,66.94008822,3.32183776,0.172877061,962.6923767,58.53661054,0.969647711,0.538870006,2,3
Clay,Texas,90,2,2484,7987,9945,526,25,4,33.7855134,-98.208522,14.8941154,31.8,18.48289298,101524,23722,15.6,15.4,1088.725616,74.60007441,10471,9.617666606,0.008595168,0.000191004,50.55333333,97.5483871,74.56651568,8.239824793,0.096867234,930.6015195,59.58944761,-0.816431147,-0.453631304,1,4
Clay,West Virginia,43,2,1802,6706,8346,162,0,0,38.46253114,-81.07507516,24.42851502,39.6,8.315288004,64110,13798,16.3,23.1,341.9385918,100,8508,24.88166064,0.005054067,0.000235073,38.83944093,92.42903226,65.30981442,4.113719532,0.152396305,972.0008795,54.46695089,-1.049609527,-0.380356985,1,4
Clayton,Georgia,7245,164,28167,264089,55855,236401,441,35,33.5418932,-84.357647,18.62880992,36.5,18.83298003,83584,21217,11.2,24.3,141.6462048,0.887735907,292256,2063.281543,0.02478991,0.000561152,49.35333333,91.86451613,72.00541249,6.663300804,0.172978675,980.2380058,59.70759646,0.249978345,0.161820435,2,3
Clayton,Iowa,301,3,4274,13275,17117,432,40,7,42.8447291,-91.34144,15.44672524,36,6.190229076,93428,23968,7.1,10.5,778.4988815,96.59661316,17549,22.54210047,0.017151974,0.00017095,36.29666667,84.516,61.01236866,4.644494624,0.135455914,923.8997926,48.88879263,-0.252973011,-0.486975451,1,4
Clear Creek,Colorado,50,1,2070,7630,9134,566,0,0,39.6891861,-105.64441,12.48321672,22.2,5.510577174,120088,33260,6.7,7.4,395.1965037,100,9700,24.54475156,0.005154639,0.000103093,17.74736842,71.8,44.34218449,7.232561361,0.074143019,801.2300226,32.23180132,-1.04298695,-0.599802506,1,4
Clearfield,Pennsylvania,349,7,16614,62641,75380,3875,241,22,41.0001748,-78.474145,19.7941987,40.8,7.139197267,86027,19813,10.6,14.8,1144.677175,53.84973421,79255,69.23786176,0.004403508,8.83E-05,33.16333333,88.73225806,59.78191628,5.024312596,0.121252688,961.655626,48.36026114,-1.092448264,-0.624399093,1,4
Clearwater,Idaho,83,0,2451,6305,8179,577,78,4,46.6736156,-115.65632,13.48517567,32.3,12.5088968,80016,20752,12.1,13.1,2457.190439,58.61203059,8756,3.563419368,0.009479214,0,29.92945914,92.3483871,57.40512361,3.56330423,0.083717213,928.5379086,43.65053866,-0.758217497,-0.771217092,1,4
Clearwater,Minnesota,38,0,1804,7014,7551,1267,48,8,47.5775501,-95.379034,18.98725355,30.7,8.563615429,91241,19019,8,16.7,999.0037982,100,8818,8.826793267,0.004309367,0,25.25,78.8,53.31560676,6.468809524,0.093600644,968.6103303,42.07341782,-1.098647366,-0.771217092,1,4
Cleburne,Alabama,448,6,3008,11902,14176,734,0,0,33.6745196,-85.518814,18.37446577,37.3,13.34452371,79176,16579,12.5,19.6,560.1042489,100,14910,26.62004445,0.030046948,0.000402414,49.26896552,91.20322581,71.92101927,4.148863893,0.145842168,927.495154,61.65726453,0.596149665,-0.102116094,2,3
Cleburne,Arkansas,372,10,6790,18129,24048,871,25,4,35.5381067,-92.026731,17.40939805,36.6,9.121769601,82092,20905,11.7,15.5,553.690253,75.52175587,24919,45.00530733,0.014928368,0.0004013,45.66,90.91612903,67.77540131,4.924391523,0.179220046,376.0830315,60.7320522,-0.399395507,-0.103968362,1,4
Clermont,Ohio,1887,34,34910,171518,196109,10319,147,16,39.0474705,-84.151854,18.54045965,37,5.880228779,122127,28575,11.1,10.5,452.1092929,22.71651728,206428,456.5887126,0.009141202,0.000164706,42.48333333,89.17,64.75435833,4.206890099,0.145559251,973.109211,54.81931853,-0.780475289,-0.497357462,1,4
Cleveland,Arkansas,194,12,1705,6251,6864,1092,0,0,33.8983736,-92.185192,19.03855979,35.5,8.885819521,88521,18417,17.1,20,597.7834076,100,7956,13.30916834,0.024384113,0.001508296,53.15769231,91.10322581,71.49568711,5.696110422,0.155274415,37.55844588,61.46965142,0.22325697,1.736653805,2,5
Cleveland,North Carolina,2514,72,18575,79372,74258,23689,292,57,35.3340327,-81.555594,18.37049576,38.1,11.92622633,80270,16153,15.4,20.8,464.0969202,55.79028936,97947,211.0485886,0.025666942,0.000735091,45.86,89.168,67.54549484,3.787782273,0.181935782,977.9161747,57.76317482,0.307730129,0.45103194,2,3
Cleveland,Oklahoma,6654,78,39189,244825,222487,61527,533,70,35.2030498,-97.326427,15.5001384,34.6,12.74061511,110868,28162,10.5,12.5,538.8115816,16.88373639,284014,527.1119065,0.023428423,0.000274634,47.89,92.07419355,70.8538782,8.935270624,0.132202739,972.1525861,58.9953908,0.160325625,-0.314578199,1,3
Clinch,Georgia,392,9,1110,5508,4573,2045,15,3,30.9150007,-82.70626,23.64821213,51.9,16.59743543,68903,5756,25.2,35.3,800.2222233,60.4295381,6618,8.27020271,0.059232396,0.001359927,55.82,92.31217572,74.66810513,3.561193221,0.173710294,70.05474479,64.35030053,2.5179857,1.489957999,3,2
Clinton,Illinois,1338,23,6745,30817,35295,2267,46,8,38.6064512,-89.422497,15.02120629,38.9,4.757741838,115316,29507,13.2,9.5,474.0846527,48.7580107,37562,79.23057578,0.035621106,0.000612321,43.05294118,89.47741935,65.90515316,5.255665492,0.094391663,750.1690801,58.29595283,0.963203058,0.246900052,2,3
Clinton,Indiana,704,18,5440,26959,31460,939,25,5,40.3017,-86.475151,19.7675187,38.4,11.6640337,93250,25823,16.6,12.7,405.0670252,49.78328919,32399,79.98429392,0.021729066,0.000555573,35.64,84.38064516,61.51437417,6.116108904,0.116130874,982.2097765,54.86953281,0.048424464,0.152544131,2,3
Clinton,Iowa,1234,23,9252,37177,43540,2889,120,12,41.8980371,-90.531986,17.12542119,33.3,4.864764334,100713,22450,11.9,13.6,694.9183098,32.23389527,46429,66.81216964,0.026578216,0.00049538,36.15333333,86.39354839,61.96602839,8.705526776,0.082382594,949.8734477,53.28195614,0.367736719,0.052460147,2,3
Clinton,Kentucky,148,2,2018,8200,9917,301,38,7,36.7274487,-85.136178,23.363065,35.2,8.135091828,64079,13429,14.5,22.4,197.2457256,100,10218,51.80340395,0.014484243,0.000195733,42.01428571,90.31481481,66.44939412,7.797864223,0.126382987,962.3709643,59.07573659,-0.428640747,-0.445768311,1,4
Clinton,Michigan,762,14,13894,65701,74508,5087,66,2,42.9436703,-84.601523,15.27811499,34.1,4.59722794,120204,31767,11.4,11.4,566.4084143,52.92642806,79595,140.5258079,0.009573466,0.00017589,29.20769231,88.90645161,59.79360392,6.749506085,0.132148883,962.2250609,47.76596006,-0.752011085,-0.478761624,1,4
Clinton,Missouri,280,0,3703,16684,19429,958,42,5,39.6017793,-94.404593,18.46007774,33.2,9.193490913,105178,26584,13.9,9.5,418.9580014,76.20884154,20387,48.66120215,0.013734242,0,41.6,87.74,65.54339478,4.363497184,0.137544679,986.699406,54.65029698,-0.478027652,-0.771217092,1,4
Clinton,New York,173,5,14221,66264,74189,6296,300,21,44.746189,-73.678165,16.75344737,35.3,5.385780108,102703,22802,11.5,16.1,1037.752214,64.15595169,80485,77.55704966,0.002149469,6.21E-05,26.64,86.1516129,57.30565284,5.491705069,0.086485407,175.4996467,45.69271889,-1.240874746,-0.667962305,1,4
Clinton,Ohio,340,14,7369,34599,39725,2243,89,8,39.4149896,-83.808373,19.50981204,32.8,7.00916674,99920,22817,13.9,15.2,408.6840091,54.63843958,41968,102.6905851,0.008101411,0.000333587,38.23,90.13548387,63.24705069,6.757987711,0.10981106,977.3723041,53.45958525,-0.84894461,-0.216555985,1,4
Clinton,Pennsylvania,218,6,7402,31230,37172,1460,63,11,41.2340614,-77.638162,18.55998371,35.1,7.629848343,92871,21430,9.3,17.3,887.9837233,45.69040216,38632,43.50530194,0.00564299,0.000155312,36.78214286,87.23225806,61.43243066,4.926646944,0.056931335,942.7319055,49.90571972,-1.010829467,-0.512977035,1,4
Cloud,Kansas,76,1,1896,6890,8351,435,22,4,39.480305,-97.649266,17.83903724,40.4,9.243945659,84395,21677,10.2,12.9,715.3414534,43.98405539,8786,12.28224641,0.008650125,0.000113817,38.06206897,93.91666667,68.11483693,8.52683324,0.117102395,961.9818615,53.5008539,-0.812812277,-0.581971518,1,4
Coahoma,Mississippi,1198,32,3541,18583,4626,17498,181,10,34.2291905,-90.60269,25.3588608,42.4,13.56961758,69415,11425,20.9,35.2,552.5255875,31.99877634,22124,40.0415845,0.05414934,0.001446393,53.06,91.86451613,72.65572087,3.421535062,0.165698705,28.60784288,65.60068686,2.183270941,1.633726573,3,2
